FIPS Code,Geography,Year,Program Type,Population
36017,Chenango County,1990,Intercensal Population Estimate,51813
36019,Clinton County,1990,Intercensal Population Estimate,86160
36021,Columbia County,1990,Intercensal Population Estimate,63048
36023,Cortland County,1990,Intercensal Population Estimate,49127
36025,Delaware County,1990,Intercensal Population Estimate,47464
36027,Dutchess County,1990,Intercensal Population Estimate,260238
36029,Erie County,1990,Intercensal Population Estimate,969780
36031,Essex County,1990,Intercensal Population Estimate,37286
36033,Franklin County,1990,Intercensal Population Estimate,46668
36035,Fulton County,1990,Intercensal Population Estimate,54336
36037,Genesee County,1990,Intercensal Population Estimate,60167
36039,Greene County,1990,Intercensal Population Estimate,44847
36041,Hamilton County,1990,Intercensal Population Estimate,5292
36043,Herkimer County,1990,Intercensal Population Estimate,65883
36045,Jefferson County,1990,Intercensal Population Estimate,111549
36047,Kings County,1990,Intercensal Population Estimate,2303679
36049,Lewis County,1990,Intercensal Population Estimate,26872
36051,Livingston County,1990,Intercensal Population Estimate,62477
36053,Madison County,1990,Intercensal Population Estimate,69300
36055,Monroe County,1990,Intercensal Population Estimate,715825
36057,Montgomery County,1990,Intercensal Population Estimate,52036
36059,Nassau County,1990,Intercensal Population Estimate,1286905
36061,New York County,1990,Intercensal Population Estimate,1487073
36063,Niagara County,1990,Intercensal Population Estimate,221163
36065,Oneida County,1990,Intercensal Population Estimate,251191
36067,Onondaga County,1990,Intercensal Population Estimate,469903
36069,Ontario County,1990,Intercensal Population Estimate,95352
36071,Orange County,1990,Intercensal Population Estimate,308803
36073,Orleans County,1990,Intercensal Population Estimate,41970
36075,Oswego County,1990,Intercensal Population Estimate,122302
36077,Otsego County,1990,Intercensal Population Estimate,60518
36079,Putnam County,1990,Intercensal Population Estimate,84222
36081,Queens County,1990,Intercensal Population Estimate,1957281
36083,Rensselaer County,1990,Intercensal Population Estimate,154680
36085,Richmond County,1990,Intercensal Population Estimate,380564
36087,Rockland County,1990,Intercensal Population Estimate,265981
36089,St. Lawrence County,1990,Intercensal Population Estimate,112158
36091,Saratoga County,1990,Intercensal Population Estimate,182259
36093,Schenectady County,1990,Intercensal Population Estimate,149519
36095,Schoharie County,1990,Intercensal Population Estimate,31938
36097,Schuyler County,1990,Intercensal Population Estimate,18705
36099,Seneca County,1990,Intercensal Population Estimate,33710
36101,Steuben County,1990,Intercensal Population Estimate,99286
36103,Suffolk County,1990,Intercensal Population Estimate,1322686
36105,Sullivan County,1990,Intercensal Population Estimate,69545
36107,Tioga County,1990,Intercensal Population Estimate,52479
36109,Tompkins County,1990,Intercensal Population Estimate,94241
36111,Ulster County,1990,Intercensal Population Estimate,166049
36113,Warren County,1990,Intercensal Population Estimate,59520
36115,Washington County,1990,Intercensal Population Estimate,59507
36117,Wayne County,1990,Intercensal Population Estimate,89365
36119,Westchester County,1990,Intercensal Population Estimate,875578
36121,Wyoming County,1990,Intercensal Population Estimate,42563
36123,Yates County,1990,Intercensal Population Estimate,22891
36000,New York State,1989,Intercensal Population Estimate,17983084
36001,Albany County,1989,Intercensal Population Estimate,292202
36003,Allegany County,1989,Intercensal Population Estimate,50166
36005,Bronx County,1989,Intercensal Population Estimate,1213675
36007,Broome County,1989,Intercensal Population Estimate,212406
36009,Cattaraugus County,1989,Intercensal Population Estimate,83571
36011,Cayuga County,1989,Intercensal Population Estimate,82045
36013,Chautauqua County,1989,Intercensal Population Estimate,141772
36015,Chemung County,1989,Intercensal Population Estimate,94701
36017,Chenango County,1989,Intercensal Population Estimate,51611
36019,Clinton County,1989,Intercensal Population Estimate,85214
36021,Columbia County,1989,Intercensal Population Estimate,62863
36023,Cortland County,1989,Intercensal Population Estimate,48488
36025,Delaware County,1989,Intercensal Population Estimate,47148
36027,Dutchess County,1989,Intercensal Population Estimate,258634
36029,Erie County,1989,Intercensal Population Estimate,966524
36031,Essex County,1989,Intercensal Population Estimate,36833
36033,Franklin County,1989,Intercensal Population Estimate,45996
36035,Fulton County,1989,Intercensal Population Estimate,54101
36037,Genesee County,1989,Intercensal Population Estimate,59823
36039,Greene County,1989,Intercensal Population Estimate,44212
36041,Hamilton County,1989,Intercensal Population Estimate,5181
36043,Herkimer County,1989,Intercensal Population Estimate,65728
36045,Jefferson County,1989,Intercensal Population Estimate,109534
36047,Kings County,1989,Intercensal Population Estimate,2316966
36049,Lewis County,1989,Intercensal Population Estimate,26561
36051,Livingston County,1989,Intercensal Population Estimate,61726
36053,Madison County,1989,Intercensal Population Estimate,68338
36055,Monroe County,1989,Intercensal Population Estimate,711315
36057,Montgomery County,1989,Intercensal Population Estimate,51871
36059,Nassau County,1989,Intercensal Population Estimate,1296335
36061,New York County,1989,Intercensal Population Estimate,1486046
36063,Niagara County,1989,Intercensal Population Estimate,219430
36065,Oneida County,1989,Intercensal Population Estimate,250360
36067,Onondaga County,1989,Intercensal Population Estimate,466290
36069,Ontario County,1989,Intercensal Population Estimate,94297
36071,Orange County,1989,Intercensal Population Estimate,303688
36073,Orleans County,1989,Intercensal Population Estimate,41461
36075,Oswego County,1989,Intercensal Population Estimate,120214
36077,Otsego County,1989,Intercensal Population Estimate,60381
36079,Putnam County,1989,Intercensal Population Estimate,83315
36081,Queens County,1989,Intercensal Population Estimate,1950425
36083,Rensselaer County,1989,Intercensal Population Estimate,153477
36085,Richmond County,1989,Intercensal Population Estimate,377063
36087,Rockland County,1989,Intercensal Population Estimate,264823
36089,St. Lawrence County,1989,Intercensal Population Estimate,111481
36091,Saratoga County,1989,Intercensal Population Estimate,177669
36093,Schenectady County,1989,Intercensal Population Estimate,149167
36095,Schoharie County,1989,Intercensal Population Estimate,31404
36097,Schuyler County,1989,Intercensal Population Estimate,18479
36099,Seneca County,1989,Intercensal Population Estimate,33528
36101,Steuben County,1989,Intercensal Population Estimate,98468
36103,Suffolk County,1989,Intercensal Population Estimate,1322291
36105,Sullivan County,1989,Intercensal Population Estimate,69044
36107,Tioga County,1989,Intercensal Population Estimate,51982
36109,Tompkins County,1989,Intercensal Population Estimate,93262
36111,Ulster County,1989,Intercensal Population Estimate,164359
36113,Warren County,1989,Intercensal Population Estimate,58197
36115,Washington County,1989,Intercensal Population Estimate,58819
36117,Wayne County,1989,Intercensal Population Estimate,88398
36119,Westchester County,1989,Intercensal Population Estimate,875043
36121,Wyoming County,1989,Intercensal Population Estimate,42197
36123,Yates County,1989,Intercensal Population Estimate,22486
36000,New York State,1988,Intercensal Population Estimate,17941309
36001,Albany County,1988,Intercensal Population Estimate,291094
36003,Allegany County,1988,Intercensal Population Estimate,49835
36005,Bronx County,1988,Intercensal Population Estimate,1215834
36007,Broome County,1988,Intercensal Population Estimate,211984
36009,Cattaraugus County,1988,Intercensal Population Estimate,83510
36011,Cayuga County,1988,Intercensal Population Estimate,80659
36013,Chautauqua County,1988,Intercensal Population Estimate,141420
36015,Chemung County,1988,Intercensal Population Estimate,93142
36017,Chenango County,1988,Intercensal Population Estimate,51336
36019,Clinton County,1988,Intercensal Population Estimate,84209
36021,Columbia County,1988,Intercensal Population Estimate,62618
36023,Cortland County,1988,Intercensal Population Estimate,48111
36025,Delaware County,1988,Intercensal Population Estimate,46947
36027,Dutchess County,1988,Intercensal Population Estimate,259259
36029,Erie County,1988,Intercensal Population Estimate,963078
36031,Essex County,1988,Intercensal Population Estimate,36439
36033,Franklin County,1988,Intercensal Population Estimate,44639
36035,Fulton County,1988,Intercensal Population Estimate,54102
36037,Genesee County,1988,Intercensal Population Estimate,59559
36039,Greene County,1988,Intercensal Population Estimate,43789
36041,Hamilton County,1988,Intercensal Population Estimate,5048
36043,Herkimer County,1988,Intercensal Population Estimate,65708
36045,Jefferson County,1988,Intercensal Population Estimate,103758
36047,Kings County,1988,Intercensal Population Estimate,2326439
36049,Lewis County,1988,Intercensal Population Estimate,26115
36051,Livingston County,1988,Intercensal Population Estimate,60943
36053,Madison County,1988,Intercensal Population Estimate,67586
36055,Monroe County,1988,Intercensal Population Estimate,705035
36057,Montgomery County,1988,Intercensal Population Estimate,51640
36059,Nassau County,1988,Intercensal Population Estimate,1303266
36061,New York County,1988,Intercensal Population Estimate,1484183
36063,Niagara County,1988,Intercensal Population Estimate,218096
36065,Oneida County,1988,Intercensal Population Estimate,249633
36067,Onondaga County,1988,Intercensal Population Estimate,463306
36069,Ontario County,1988,Intercensal Population Estimate,93007
36071,Orange County,1988,Intercensal Population Estimate,298403
36073,Orleans County,1988,Intercensal Population Estimate,40953
36075,Oswego County,1988,Intercensal Population Estimate,118460
36077,Otsego County,1988,Intercensal Population Estimate,59866
36079,Putnam County,1988,Intercensal Population Estimate,82813
36081,Queens County,1988,Intercensal Population Estimate,1951557
36083,Rensselaer County,1988,Intercensal Population Estimate,153007
36085,Richmond County,1988,Intercensal Population Estimate,375706
36087,Rockland County,1988,Intercensal Population Estimate,264575
36089,St. Lawrence County,1988,Intercensal Population Estimate,110809
36091,Saratoga County,1988,Intercensal Population Estimate,173389
36093,Schenectady County,1988,Intercensal Population Estimate,149169
36095,Schoharie County,1988,Intercensal Population Estimate,31462
36097,Schuyler County,1988,Intercensal Population Estimate,18227
36099,Seneca County,1988,Intercensal Population Estimate,33281
36101,Steuben County,1988,Intercensal Population Estimate,97334
36103,Suffolk County,1988,Intercensal Population Estimate,1319883
36105,Sullivan County,1988,Intercensal Population Estimate,68234
36107,Tioga County,1988,Intercensal Population Estimate,51813
36109,Tompkins County,1988,Intercensal Population Estimate,91888
36111,Ulster County,1988,Intercensal Population Estimate,162889
36113,Warren County,1988,Intercensal Population Estimate,57369
36115,Washington County,1988,Intercensal Population Estimate,58282
36117,Wayne County,1988,Intercensal Population Estimate,87740
36119,Westchester County,1988,Intercensal Population Estimate,874759
36121,Wyoming County,1988,Intercensal Population Estimate,42026
